tweet_id,airline_sentiment,airline,tweet
568548205421563000,positive,United,"@united I was well taken care of, thanks. I've already been sent a survey request &amp; I'll share my positive experience (despite delay)"
568548307200393000,negative,Delta,@JetBlue on flight 2416 to Orlando...ridiculous that we had to wait for this high school band to board. #notbabysitters #whrsthecoach?
568548629432004000,positive,US Airways,@USAirways I miss you too. Work has taken me out of Philly. Iâ€™ve been on flight 1776 from BOS â€”&gt; PHL so many times I should have a res. seat
568548629973209000,negative,Southwest,"@SouthwestAir my Flt was delayed, scheduled to miss my connection, can I get some help? 8HH4P2"
568548764484542000,positive,Southwest,@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
568548980122103000,negative,Delta,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E
568549003626811000,positive,US Airways,@USAirways flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(
568549060103135000,positive,United,@united @annricord Great! Appreciate itðŸ˜Š
568549214696935000,negative,United,@united On flight 1712 to Houston delayed duecto engine trouble. Willl you hold my connection to Argentina at Houston since I'm Late Flight now?
568549781502496000,positive,Southwest,@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.
568550060461408000,negative,US Airways,"@USAirways flight 500 out of Seattle has 10,000lbs too much fuel and no water for the lavoratories. Nice job guys - est 40min behind now"
568550726311346000,negative,Southwest,@SouthwestAir Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept
568551350025330000,negative,Delta,@JetBlue can you give me an update on flight 1684 MCO-&gt;JFK? They're saying mechanical issues but will not disclose what they are...
568551504505802000,negative,Delta,"@JetBlue if I'm about to get on a plane, I think I deserve to know what the mechanical issues are for the flight being delayed."
568551906634797000,positive,American,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!
568551937185951000,negative,Southwest,"@SouthwestAir yall say flt 4200 is on time, yet we haven't boarded for a 3:35 departure b/c we are waiting on a new crew. Why the subterfuge"
568552050797068000,negative,US Airways,@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.
568552167122055000,negative,US Airways,@USAirways platinum flyer bought tkt in AA. Also both accounts are linked. So WHY can't I check in for flight tomorrow?
568552263641210000,negative,Delta,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.
568552347812524000,negative,United,@united you had us REBOARD without the captain.  So now we'll be sitting in here for another 20+ min? http://t.co/EEReKDf9Fq
568552711840358000,positive,United,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!
568552775325364000,negative,Delta,"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight..."
568552809555103000,neutral,Southwest,@SouthwestAir to the rescue. Sundown in Chicago. Next stop San Antonio! http://t.co/rQBpmwETtq
568552943005224000,negative,United,"@united tried to and got through the whole 2,000 characters and I was not even done."
568553014786547000,negative,United,@united I am a comedian and I promise I will make fun of you on stage tonight.
568553063935557000,negative,US Airways,@USAirways never fails to disappoint.
568553101587832000,positive,Southwest,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!"
568553155937452000,negative,United,@united Can you transfer my bags too?
568553610981740000,positive,Virgin America,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
568554107952177000,neutral,Delta,@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?
568554411078889000,negative,Delta,@JetBlue I don't want to seem crazy! Have already asked twice!
568554542897307000,positive,Delta,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.
568554719934844000,positive,Delta,"@JetBlue but thank you! Love, an anxious flyer."
568555022209847000,neutral,United,@united happens every time in and out of Newark.
568555130624217000,negative,United,@united service staff to is less than friendly!
568555484589871000,neutral,Southwest,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!
568556148368019000,positive,Delta,@JetBlue thanks JB!! This is why I ðŸ’™ you!
568556238012678000,positive,United,â€œ@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KPâ€ Done!
568556636068921000,positive,United,@united Thank you for the Delta transfer. Will my bags go too?
568556874439790000,neutral,Southwest,@SouthwestAir How do I enter passport information on an existing reservation before check in?
568556953640820000,negative,US Airways,@USAirways 45 min hold time then a hang up by Manager Mike in dividend miles dept. tough to justify sticking with the Us air CC and status.
568557220473884000,negative,United,@united would be hard to be worse than last time but I'm sure you'll give it a shot
568558050635747000,negative,United,@united are you telling me that you are now Cancelled Flighting my flight ??
568558135637463000,positive,United,"@united Fair enough. I don't usually rant, but it's good to know someone's listening. :)"
568558478039625000,negative,United,@united can you you think about hiring some baggage attendants at EWR? Been waiting for bags for 1 hr. United = overcharged&amp;underserved
568558484653883000,negative,Delta,@JetBlue Been a member since 2007. Looking to travel next week 2/24-2/27. Couldn't book right away due to all the snow; I'm in BOS.
568558562810544000,positive,Delta,@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!
568558728263254000,negative,United,"@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute."
568558819959119000,negative,Southwest,@SouthwestAir Roger wilco.
568558887290441000,negative,Delta,@JetBlue :/ he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. Didn't feel safe.
568558979841810000,negative,Delta,"@JetBlue If your confirming to me that the rate won't go down again looks like I can't fly JetBlue this time around, can't afford that price"
568559061668507000,negative,Southwest,@SouthwestAir next up: enforcing your boarding procedure.
568559216912416000,neutral,Southwest,@SouthwestAir you're going to compensate us for the two plane changes in Atlanta right?
568559381295407000,neutral,Southwest,@SouthwestAir please reply to my DM â™¥ï¸
568559580717805000,neutral,Delta,"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!"
568559680894550000,positive,United,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated."
568560083103137000,negative,United,@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working
568560130117251000,neutral,US Airways,@USAirways we got our bags today. Thanks!
568560510896963000,negative,United,@united not about being on my way or impatience on my part...it's about you being untruthful and not having proper systems in place
568560685568937000,neutral,Delta,@JetBlue do you do any discounts for volunteer firefighters?
568560786756366000,neutral,Delta,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.
568560904469684000,neutral,Southwest,@SouthwestAir will you please work out a contract with @triflight to offer service there..
568560914779078000,positive,Delta,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response."
568561033641480000,positive,Delta,@JetBlue excellent. you guys are the best
568561041774231000,negative,United,@united What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours.Frustrating!
568561858875142000,negative,United,@united my fingers are crossed that they are more capable of getting baggage from point A-&gt;B than United Airlines!
568561877699182000,neutral,US Airways,"@USAirways Have a 6:05pm flight out of PHL Sat, 2/21. Snow expected. Are we able to switch to an earlier flight without penalty?"
568561924985782000,positive,US Airways,@USAirways thank you finally got our bag. Customer services reps were wonderful.
568561938457690000,neutral,Delta,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe
568562512284659000,negative,United,"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail"
568562613040197000,negative,United,@united Your boarding process sucks. You should learn from @SouthwestAir
568562631616942000,positive,Southwest,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!âœˆï¸âœˆï¸
568562657265131000,negative,Delta,@JetBlue shut up an turn on the tvs/music
568562718854111000,negative,United,@united flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins)
568562728585064000,positive,Southwest,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.
568562765654159000,negative,United,@united what is the problem with your flights to ny today
568562804837490000,negative,United,@united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space #frustrated
568562849447948000,negative,Southwest,"@SouthwestAir, remember me? Wouldn't let me on 3:05pm flight (seats available). Now my 7:40 flight is delayed. Worst airline. #badservice"
568563324704706000,neutral,Southwest,@SouthwestAir sent
568563462995099000,negative,United,@united an update on flight 5979 would be great!
568563494313857000,negative,United,"@united line is just getting longer and moving slower. Lady working the counter is doing great, she just needs help. #customerservicefail"
568563550475698000,negative,Southwest,@SouthwestAir lets chat about flights to and from BWI and the Carolina area... Can a girl get break? I've had to resort to USAir ðŸ˜– 2 a day?!
568564006329434000,positive,United,@united thanks for the help. Wish the phone reps could be so accomidating
568564342150598000,negative,US Airways,@USAirways HORRIBLE communication on delayed flight out of LGA!!!! I got 2 emails in seconds w different delay times!!!! HORRIBLE
568564485457252000,negative,United,@united still sitting here waiting for a plane....4 hours wasted
568564623156211000,negative,US Airways,"@USAirways Appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. I vote for texts if practical :)"
568564675312545000,negative,United,@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail
568564757172764000,negative,United,@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.
568564799593820000,negative,United,"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Contâ€¦"
568564957740175000,negative,United,"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr"
568565044994158000,negative,United,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more
568565272824582000,neutral,Southwest,@SouthwestAir done.0
568565615327227000,neutral,Southwest,@SouthwestAir can you please DM me? I have a question for you :)
568566331169247000,neutral,Southwest,@SouthwestAir DM Sent.
568566512308523000,negative,Delta,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?
568566729992847000,neutral,United,@united I will give it a couple more weeks. Thank you.
568567048801906000,positive,United,@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.
568567255291703000,positive,Southwest,"@SouthwestAir Sorry to spam, it would just be so awesome to see @Imaginedragons in Vegas. Your help would be absolutely amazing."
568567425106628000,negative,United,@united look at the Twitter history - as usual service non existent
568567970450055000,neutral,Delta,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd
568568197147799000,negative,United,@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother
568568593262231000,positive,United,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as aâ€¦ http://t.co/lwOtKIEKGU"
568568690381168000,neutral,Delta,@JetBlue alright.
568568900767653000,positive,Southwest,"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. ðŸ‘ðŸ‘"
568568938960805000,negative,United,@united how can you never got a flight from austin to Houston in time for a connection ever? Ever!
568569324245532000,neutral,US Airways,@USAirways @AskPayPal So I contacted my bank. They took the money out today. I also contacted @USAirways they said my reservation is
568569646389067000,negative,US Airways,"@USAirways @AskPayPal completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th."
568569662717313000,positive,Delta,@JetBlue thanks so much!! â¤ï¸âœ¨ very relaxing flight!
568569739225604000,neutral,Delta,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu
568569906201038000,negative,US Airways,"@USAirways @AskPayPal When will it be marked ""completed"". I'm scared I'm going to lose my reservation or my money is going to be refunded."
568569972529745000,negative,US Airways,"@USAirways flight 1777 has been waiting for 30 minutes at RSW waiting for weight balance clearance. Come on, let us leave!"
568570219951554000,negative,Southwest,@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!
568570374335524000,positive,Southwest,"â€œ@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LLâ€ that's why you're bae â¤ï¸"
568570905690898000,negative,United,@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?
568571021554556000,negative,Southwest,@SouthwestAir I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.
568571203553599000,negative,Southwest,@SouthwestAir love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.
568571242627903000,neutral,Southwest,@SouthwestAir good to know. Perhaps it was execution then.
568571642265227000,negative,United,@united I am now following you and see that I am not the only one experiencing and noticing a substantial downgrade in service post merger
568571758627790000,neutral,Delta,@JetBlue any idea when November-December 2015 travel opens up?
568571772251082000,neutral,Virgin America,@VirginAmerica @VirginAtlantic @GMA @AmericanAir Can You Help #ourprincess in need of some help in #USA ðŸŽ€ðŸ‡¬ðŸ‡§ðŸŽ€ðŸ‡ºðŸ‡¸ðŸŽ€ http://t.co/778AzTDaer
568571900596772000,negative,Southwest,"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND"
568572344056180000,neutral,Virgin America,@VirginAmerica is my new go to airline
568572506300243000,positive,Southwest,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.
568572666178883000,negative,United,@united one hour after departure time and still no update!
568572753403650000,negative,United,@united Lost my wallet on flight 1007 yesterday from Houston to Bogota. Filled out your online form. No response yet.
568572835666522000,neutral,United,@united in Bogota with no wallet is no fun. :-(
568573057184473000,positive,Southwest,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup
568573387817291000,negative,United,â€œ@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KPâ€. I get group 1&amp;2. Just no reason on 3/5.
568573570114134000,negative,United,@united 50 minute wait...still at the gate with a broken jetway. Might miss connection
568573661378174000,positive,Southwest,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!"
568573889359556000,positive,United,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?"
568574014505029000,negative,United,@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK
568574059652489000,negative,Delta,"@jetblue well, we're on our way now, but more than half my tv channels are just static. ðŸ˜”"
568574174677114000,neutral,United,@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p
568574188086296000,negative,United,"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM"
568574249553637000,negative,United,@united Am I illiterate or is there a magic code to make your customer service site work? http://t.co/t4gcKs2bh5
568574614110117000,negative,Southwest,@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk
568574762433138000,neutral,United,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??
568574897988874000,positive,Delta,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal."
568574960035360000,negative,Southwest,@SouthwestAir and now no wifi??? Come on.
568574989688901000,negative,US Airways,@USAirways still no rep can talk 3 days Late Flightr. U r asking me to checkin to my flight tmrw and my refund is being requested.  Deal w this!!
568575202713583000,negative,Southwest,@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available?  doesn't make sense to me.
568575335148580000,positive,Southwest,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!
568575417650679000,negative,United,@united thanks for the 2hr delay and then no ground crew when we landed. At least you didn't break my http://t.co/GCWVFuopl2
568575427742011000,negative,United,@united silence is very telling
568575520406765000,neutral,United,@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201
568576058645188000,negative,US Airways,@USAirways problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight
568576245027336000,negative,United,@united over an hour stuck and still not off the plane. Total failure by you and your partners in ensuring the best customer experience.
568576763212619000,negative,United,@united should contact me and the others on my flight who can't get their website to work. None of our info is valid! http://t.co/3zpJr7kWbk
568576810474201000,positive,US Airways,@USAirways thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!
568576829000425000,negative,Virgin America,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly ðŸ˜¥
568577243200376000,neutral,Virgin America,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
568577596172009000,negative,United,@united flight 4841...3 gate changes on top of this.  Really hoping you can compensate with some points/mileage to my account!
568578057293807000,neutral,Southwest,@SouthwestAir Is there any way to get entry to the Las Vegas event to see @Imaginedragons perform? #DestinationDragons
568578230933979000,negative,Southwest,@SouthwestAir is seriously THE WORST. I don't remember the last time I or someone I knew had a flight that wasn't delayed / Cancelled Flightled / etc!
568578381320597000,negative,Southwest,@SouthwestAir Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. Over it.
568578571129761000,negative,United,@united be worse?oh you can't! delayed with no reason on the way to Lon;flight Cancelled Flighted with NO REASON less than 2 days before returning.
568579388704292000,negative,United,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?
568579873926746000,positive,Southwest,@SouthwestAir Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.
568579880046227000,neutral,Virgin America,@VirginAmerica Many Thanks for the Follow.#ourprincess #freyasfund #USA #Bandie Looking for Any HelpðŸ˜ðŸ’—ðŸ‡¬ðŸ‡§ðŸ’—ðŸ‡ºðŸ‡¸ðŸ’—ðŸŽ€ðŸŒðŸŽ€ http://t.co/UJfS9Zi6kd
568579899243380000,positive,Delta,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
568580515013398000,negative,United,@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
568581908075933000,negative,Southwest,@SouthwestAir please do something about the speed of your WiFi connections on your planes.  It might as well be non-existent.
568581984055906000,neutral,Southwest,@southwestair I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?
568582374549807000,negative,Southwest,@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?
568582403670851000,negative,United,@united Never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. Makes 10 straight delays
568582726875516000,negative,Southwest,@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!
568582794340896000,positive,Southwest,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline
568582924729073000,negative,United,@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL
568583014176960000,negative,US Airways,"@USAIRWAYS ARE YOU KIDDING ME?? Bad customer service, folks. Flew from PSP to PHX flight 2692 on 2/19. (cont) http://t.co/KigfKVXxDQ"
568583191260483000,negative,US Airways,"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days."
568583360811016000,neutral,United,@united sent DM's
568583414519083000,negative,Delta,@JetBlue delayed flight bummer
568583737417605000,positive,Delta,@JetBlue safety first !! #lovejetblue
568583773794799000,negative,United,".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?"
568584029106266000,positive,Southwest,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!
568584104641368000,negative,United,@united WHAT?! Y'all have zero concept of customer service. Oh...and now my connection is delayed too!
568584434376577000,negative,United,"@united Doumented via link. However, now that it has been over four months with no response, what do you suggest? Or shall I not expect one?"
568585196699664000,negative,Virgin America,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
568585356586586000,positive,Southwest,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!
568585421518544000,negative,United,@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me
568586231409475000,neutral,Southwest,@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.
568586882600161000,negative,Southwest,"@SouthwestAir, what do you know? Finally lined up like cattle to board my SW flight (after original departure time) #badcustomerservice"
568586894776406000,negative,Delta,@JetBlue it is absurd that I have waited more than 45mins because the flight attendant assigned for my flight is Late Flight. You dont have others?
568587181264146000,negative,United,@united 3 Gate changes in 30 minutes for flight to Roanoke and flight to sous falls in O'hare... Painful
568587228353585000,negative,Southwest,"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min...."
568587424747511000,negative,Southwest,@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels
568587429830983000,negative,Delta,"@JetBlue took forever for catering to get to my flight, now are very delayed. So ticked off right now."
568587490971533000,negative,Southwest,@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.
568587821264609000,negative,Southwest,"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter"
568587875702476000,negative,Delta,@JetBlue I have been hanging here for almost an hour
568588273137754000,negative,US Airways,"@USAirways unable to locate baggage, this is frustrating. All my sons clothes and needs in it. #zfv #yyz #usairways #baggagelost"
568588522069733000,neutral,United,@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?
568588791830736000,negative,United,@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.
568588797182648000,negative,Delta,@JetBlue that's what they told me half an hour ago
568588896218587000,negative,Delta,@JetBlue my butt hurts.
568588931379253000,negative,Southwest,@SouthwestAir I figured the streaming wouldn't work per the TOS but just the @NASCAR site is taking longer than 5 minutes to load
568588936852799000,positive,Delta,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30"
568589019925368000,negative,United,@united another #DELAYED day. #Delayed outbound. #delayed inbound and now waiting at EWR for a gate to be ready. how is it not ready!??
568589127290998000,negative,Delta,@JetBlue I love your flights! But theres always some delay unfortunately
568589359034859000,positive,United,@united Leaving soon. Thanks!
568589551477886000,negative,United,@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF
568589571929350000,negative,Delta,@JetBlue Yep. 1 hour at Logan. Gangway broke and cabin crew stuck on plane. They just arrived. Passengers request butt massages.
568589732520665000,negative,Southwest,@SouthwestAir you know I â¤ï¸you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6
568589740833939000,positive,Southwest,@SouthwestAir It was the usually excellent SWA flight!
568590189582536000,negative,United,@united too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!
568590782640164000,negative,Southwest,@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM
568591059602829000,positive,Southwest,@SouthwestAir a nice trip back home after a looong vaca ðŸ˜ŠðŸŒ´ http://t.co/9TRvfnCedL
568591158777122000,negative,United,"@united booked flight in sept to get best price for April to usa, checked now and they are â‚¬67 cheaper, what a con unhappy customer #ripoff"
568591278805528000,negative,United,@united stop picking on us #CLE http://t.co/VTqE8m1L3i
568591324737200000,negative,US Airways,@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways
568591345801158000,negative,Delta,@JetBlue @lopezlaymari what a patronizing response to a legitimate issue
568591705802469000,negative,United,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X
568592520659267000,neutral,United,@united LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me
568592695699976000,negative,US Airways,@USAirways  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie
568592809344819000,negative,Southwest,@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...
568593365601820000,neutral,United,@united your flights are really cheap what's the catch
568593538520231000,negative,US Airways,"@USAirways I guess they only respond to compliments. Sorry, can't think@of even ONE."
568594180014014000,negative,United,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed."
568594646168948000,negative,US Airways,@USAirways thank you for continuing to be the worst airline out. Didn't need that extra hour of sleep after 29 hours of travel anyway
568594708177555000,negative,United,"@united playing hide and seek with the gate. ""We can't find it, it should only be a few more minutes."""
568594726317887000,negative,US Airways,"@USAirways Seriously, flight delay Cinci to Philly due to new ground staff, miss connection to MAN UK and now have to argue for hotel. WTF"
568595620002279000,negative,Virgin America,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
568595632140775000,negative,US Airways,@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS
568595828232863000,negative,United,@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome
568596065882017000,negative,United,"@united I'm in Denver, my bag is in San Jose. See something wrong here."
568596145456291000,negative,Southwest,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)"
568596833439760000,negative,United,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.
568597062104813000,negative,United,@united ORD Gate C25 and Flt 619-  remember when customers were valuable? Is it so hard to be nice to someone lugging a guitar &amp; carryons ?
568597262378655000,negative,United,@united waiting on plane so long missed my connecting flight it left early. That's the last flight out tonight. HELP http://t.co/hBsJ2sF17h
568597968405835000,neutral,Southwest,@SouthwestAir Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer
568598334643916000,negative,US Airways,"@USAirways Seriously??? I have shared my concerns four times already, to NO avail!  Geeeeezzzzz! #frustrated flyer"
568598412544704000,neutral,United,@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!
568598882613133000,positive,US Airways,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman"
568599168949886000,negative,United,@united 4840 WTF! Why can't you update your times in a timely manner? You've known the fight was more delayed! Ur service is awful! @CNN
568599227342852000,neutral,Delta,@JetBlue Hi. I'm trying to find a flight to the Middle East.
568600144406568000,negative,United,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!
568600380977893000,neutral,United,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt"
568600552814174000,positive,Delta,@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.
568601051584196000,positive,Delta,@JetBlue yes! Always a treat to fly with you guys! ðŸ˜Šâœˆï¸
568601459983400000,neutral,Delta,@JetBlue Maybe I'll just go to Cleveland instead.
568601527591440000,negative,US Airways,@USAirways I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?
568601554275721000,positive,Delta,@JetBlue @NinaDavuluri ðŸ˜ƒcool
568601750074236000,neutral,United,@united is z and d code airfare refundable?
568602007583354000,positive,United,@united just got my lost Kindle in the mail! Thanks again.
568602015456215000,positive,Delta,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. ðŸ’™
